3fe501bf-cf88-4ce3-9b26-bd7ba9db71f5,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Battery Storage Case,https://www.kmart.com.au/product/battery-storage-case/2966301,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/0/42836940-1-sz.jpg,0.80											WAS 1,0.80											,Not Rated,0,;,
d4a51720-78ad-49ce-80ea-54af2ecb9335,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Touch and Talk: First Words by Hannah and Holly - Book,https://www.kmart.com.au/product/touch-and-talk:-first-words-by-hannah-and-holly---book/2918325,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/7/42887447-1-sz.jpg,3.00											WAS 6,3.00											,Not Rated,0,;,
3593c28c-5a82-4fdf-9272-2b2f6247dac5,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Touch and Talk: First Numbers by Hannah and Holy - Book,https://www.kmart.com.au/product/touch-and-talk:-first-numbers-by-hannah-and-holy---book/2918326,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/4/42887454-1-sz.jpg,3.00											WAS 6,3.00											,Not Rated,0,;,
c1ca79e0-6f60-4148-bc74-e60ef1b759d8,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Touch and Talk: First Colours by Hannah & Holly - Book,https://www.kmart.com.au/product/touch-and-talk:-first-colours-by-hannah--holly---book/2918328,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/1/42887461-1-sz.jpg,3.00											WAS 6,3.00											,Not Rated,0,;,
3b92eaaa-76e5-4a8b-b039-804b77b066cd,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Pet Denim Jacket - Large,https://www.kmart.com.au/product/pet-denim-jacket---large/2897842,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/5/42848455-1-sz.jpg,4.50											WAS 9,4.50											,Not Rated,0,;,
7a646003-d979-4302-b83b-9a1ce2089f1d,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Pet Denim Jacket - Extra Large,https://www.kmart.com.au/product/pet-denim-jacket---extra-large/2897843,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/2/42848462-1-sz.jpg,6.00											WAS 12,6.00											,Not Rated,0,;,
45c746b8-567c-453a-b570-d1f8c2848c86,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Touch and Talk: First Animals by Hannah & Holly - Book,https://www.kmart.com.au/product/touch-and-talk:-first-animals-by-hannah--holly---book/2917331,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/8/42887478-1-sz.jpg,3.00											WAS 6,3.00											,Not Rated,0,;,
f11ef068-bb8a-4d24-9f14-87bcd318890c,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Small Sorting Container,https://www.kmart.com.au/product/small-sorting-container/2942306,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/8/42849568-1-sz.jpg,3.00											WAS 4,3.00											,Not Rated,0,;,
b9ef496a-f139-41a8-9f3a-16b4b7e94df9,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,2 Pack Spiral Notebook - Stripe,https://www.kmart.com.au/product/2-pack-spiral-notebook---stripe/2897821,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/8/42850748-1-sz.jpg,1.75											WAS 2.50,1.75											,Not Rated,0,;Out of stock online,
b5726c96-ae5d-4d6b-990a-fc6443991590,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Disney Princess: 101 Totally Twisty Mazes Activity Book,https://www.kmart.com.au/product/disney-princess:-101-totally-twisty-mazes-activity-book/2917347,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/9/42896609-1-sz.jpg,3.00											WAS 6,3.00											,Not Rated,0,;,
f0b74455-7b98-4df2-8023-e7f0f139ee01,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Shower Curtain Splish Splash,https://www.kmart.com.au/product/shower-curtain-splish-splash/2915801,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/3/42828563-1-sz.jpg,7.00											WAS 9,7.00											,Not Rated,0,;,
1e5b1e2b-109f-42ba-8f0c-5c593fd41aec,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,A5 Journal - Grey,https://www.kmart.com.au/product/a5-journal---grey/2888308,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/2/42850472-1-sz.jpg,3.00											WAS 4,3.00											,Not Rated,0,;,
2fa3d64e-4c4c-4212-8f9e-7942de74d8e7,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Medium Sorting Container,https://www.kmart.com.au/product/medium-sorting-container/2886854,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/4/42849674-1-sz.jpg,5.00											WAS 6,5.00											,Not Rated,0,;,
6bb1d78c-e848-47a9-8a11-fc989fb9b5d7,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Pet Groom Costume - Medium,https://www.kmart.com.au/product/pet-groom-costume---medium/2864844,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/2/42830542-1-sz.jpg,3.00											WAS 7,3.00											,Not Rated,0,;,
d4aa1447-7df6-43b8-8d10-11b64d076094,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Pet Groom Costume - Extra Large,https://www.kmart.com.au/product/pet-groom-costume---extra-large/2864851,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/3/42830573-1-sz.jpg,4.00											WAS 9,4.00											,Not Rated,0,;,
bc534b99-a08f-446d-8e6a-fedc7e197ce0,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,The Fast 800 Health Journal by Dr Clare Bailey - Book,https://www.kmart.com.au/product/the-fast-800-health-journal-by-dr-clare-bailey---book/2921811,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/3/42888093-1-sz.jpg,8.00											WAS 16,8.00											,Not Rated,0,;,
e8420492-de90-4e23-a7d5-de5deecbb3dd,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,White Marble Serving Board,https://www.kmart.com.au/product/white-marble-serving-board/2857870,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/7/42853237-1-sz.jpg,7.00											WAS 10,7.00											,Not Rated,0,;,
1755b97b-065b-406f-997b-4ff7ee9d736b,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Woven Flamingo Planter,https://www.kmart.com.au/product/woven-flamingo-planter/2859381,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/2/42843252-1-sz.jpg,11.00											WAS 15,11.00											,Not Rated,0,;,
cb97cc00-e866-4056-853e-f44f146e12a9,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Cat Cheese Platter Scratcher,https://www.kmart.com.au/product/cat-cheese-platter-scratcher/2864826,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/7/42858027-1-sz.jpg,3.00,-,Not Rated,0,;,
6c7f383c-1b1c-47b2-bb07-bbaa8bc325b0,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Bamboo Shoe Rack Bench,https://www.kmart.com.au/product/bamboo-shoe-rack-bench/2825807,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/9/42821519-1-sz.jpg,22.00											WAS 29,22.00											,Not Rated,0,;,
fe85bc72-f3ce-4813-a0ab-a64f6227dd45,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Zuberi Cushion,https://www.kmart.com.au/product/zuberi-cushion/2848356,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/2/42848592-1-sz.jpg,9.00											WAS 12,9.00											,Not Rated,0,;,
cff5c1fe-c488-453b-9330-dd90fe70818b,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Round Ombre Basket,https://www.kmart.com.au/product/round-ombre-basket/2847326,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/2/42849742-1-sz.jpg,1.50											WAS 2,1.50											,Not Rated,0,;Out of stock online,
bcbba195-6f0b-4bb5-97a8-22fb4ffde873,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Eve Cotton Quilt Cover Set - Double Bed,https://www.kmart.com.au/product/eve-cotton-quilt-cover-set---double-bed/2859312,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/4/42820024-1-sz.jpg,25.00											WAS 34,25.00											,Not Rated,0,;Out of stock online,
47067ebc-ce11-4fd8-acd7-1ef7ac3de837,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Eve Cotton Quilt Cover Set - Queen Bed,https://www.kmart.com.au/product/eve-cotton-quilt-cover-set---queen-bed/2859314,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/5/42820055-1-sz.jpg,28.00											WAS 38,28.00											,Not Rated,0,;,
8a3c0f60-5565-4c58-81b5-e634e374a706,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Bath Tray,https://www.kmart.com.au/product/bath-tray/2865351,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/4/42830214-1-sz.jpg,3.00											WAS 5,3.00											,Not Rated,0,;,
9e367336-09ef-47a9-a1ca-d4335f551c00,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Pink Leopard Tray,https://www.kmart.com.au/product/pink-leopard-tray/2865353,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/9/42830269-1-sz.jpg,3.00											WAS 5,3.00											,Not Rated,0,;,
bf1813e0-2a3c-4e75-85cc-8ef20cd5f08e,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Round Ombre Basket - Grey,https://www.kmart.com.au/product/round-ombre-basket---grey/2871309,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/6/42821786-1-sz.jpg,1.50											WAS 3,1.50											,Not Rated,0,;,
78f6b419-5834-454e-a65d-892eda3510a5,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Round Ombre Basket - Black,https://www.kmart.com.au/product/round-ombre-basket---black/2873305,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/6/42821816-1-sz.jpg,1.50											WAS 3,1.50											,Not Rated,0,;,
aadc8e72-d3ad-478a-8eea-6df148d00f8d,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Roxie Cushion,https://www.kmart.com.au/product/roxie-cushion/2845805,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/9/42817789-1-sz.jpg,9.00											WAS 12,9.00											,Not Rated,0,;,
a826c2da-2b96-4cb3-b830-ca38173cbb50,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Small Round Basket,https://www.kmart.com.au/product/small-round-basket/2851842,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/2/42849452-1-sz.jpg,1.50											WAS 3,1.50											,Not Rated,0,;,
e5b14deb-1041-4ae6-860f-d6537cdfa3ef,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Home & Living Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/home-&-living-clearance/512075#.plp-wrapper#.plp-wrapper,Small Rectangle Felt Basket,https://www.kmart.com.au/product/small-rectangle-felt-basket/2857808,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/4/42819264-1-sz.jpg,2.00											WAS 4,2.00											,Not Rated,0,;,
